Model,Fuel Type,Price,Description,Kilometers Driven,Model Year,Brand
Maruti Suzuki Astar ZXi 2010 Buy in Kathmandu Nepal,N/A,"NRs 13,50,000",Single Handed Maruti Suzuki AStar ZXi in Excellent Condition. Nothing to Spend on. Never been in any accidents. Comes with Dual Air Bag and ABS.,,,
Hyundai i20 Asta 2009 Buy in Kathmandu Nepal,N/A,"NRs 17,50,000",Hyundai i20 Asta in Excellent Condition. Nothing to Spend on. Never been in any accidents. Comes With Dual Air Bags and ABS.,,,
Hyundai i10 Magna 2010 Buy in Kathmandu Nepal,N/A,"NRs 15,75,000",Single Handed Hyundai i10 Magna in Excellent Condition. Nothing to Spend on. Never been in any accidents. In new shape.,,,
Maruti Suzuki Zen Estilo VXi 2009 Buy in Kathmandu Nepal,N/A,"NRs 10,50,000",Maruti Suzuki Zen Estelio VXi in Excellent condition. Nothing to Spend on. Never been in any accidents.,,,
Maruti Suzuki Alto LXi 800 2014 Buy in Kathmandu Nepal,N/A,"NRs 14,50,000",Single Handed Maruti Suzuki Alto LXi 800 in brand new Condition. Nothing to Spend on. Never been in any accidents. Fresh as new. Have run […],,,
Tata Nano 2011 Buy in Kathmandu Nepal,N/A,"NRs 4,00,000",Tata Nano in Excellent Condition. Nothing to Spend on. Never been in any accidents.,,,
Hyundai i20 Asta 2009 Buy in Kathmandu Nepal,N/A,"NRs 17,50,000",Single Handed i20 Asta in Excellent Condition. Nothing to Spend on. Never been in any accidents. Comes with Dual Airbags and ABS. Fresh as new.,,,
Kia Rio 2009 with sunroof Buy in Kathmandu Nepal,N/A,"NRs 12,75,000",Kia Rio in Excellent Condition. Nothing to Spend on. Never been in any accidents. Comes with sunroof,,,
Hyundai Santro Xing XO 2007 Buy in Kathmandu Nepal,N/A,"NRs 11,75,000",Hyundai Santro Xing XO in Excellent Condition. Nothing to Spend on. Never been in any accidents.,,,
Hyundai Santro 2005 Buy in Kathmandu Nepal,N/A,"NRs 10,25,000",Hyundai Santro in Excellent Condition. Nothing to Spend on. Never been in any accidents.,,,
Maruti Suzuki Swift Dzire VXi 2010 Buy in Kathmandu Nepal,N/A,"NRs 16,50,000",Single Handed Maruti Suzuki Swift Dzire VXi in Excellent Condition. Nothing to Spend on. Never been in any accidents. Fresh as new.,,,
Tata Indica Petrol 2009 Buy in Kathmandu Nepal,N/A,"NRs 8,50,000",Single Handed Tata indica in excellent condition. Nothing to spend on. Never been in any accident.,,,
Honda City 1.5 2014 Buy in Kathmandu Nepal,N/A,"NRs 31,00,000",Single Handed Honda city in Excellent Condition. Nothing to Spend on. Never been in any accidents. Comes with Airbags an ABS. Fresh as new.,,,
Hyundai i20 Asta 2009 Buy in Kathmandu Nepal,N/A,"NRs 17,50,000",Hyundai i20 Asta in Excellent Condition. Nothing to Spend on. Never been in any accidents. Comes with Daul Air Bags an ABS.,,,
Hyundai i20 Asta 2009 Buy in Kathmandu Nepal,N/A,"NRs 17,50,000",Single Handed Hyundai i20 Asta in Excellent Condition. Nothing to Spend on. Never been in any accidents. Comes with Dual Air Bags and ABS. Fresh […],,,
Hyundai i10 Magna 2012 Buy in Kathmandu Nepal,N/A,"NRs 17,50,000",Single Handed i10 Magna in Excellent Condition. Nothing to Spend on. Never been in any accidents. Fresh as new.,,,
Maruti Suzuki Alto K10 VXi  2012 Buy in Kathmandu Nepal,N/A,"NRs 12,75,000",Maruti Suzuki Alto k10 VXi in Excellent condition. Nothing to Spend on. Never been in any accidents.,,,
Maruti Suzuki Alto Lx with A/C 2010 Buy in Kathmandu Nepal,N/A,"NRs 10,00,000",Single Handed Maruti Suzuki alto Lx in Excellent Condition. Nothing to spend on. Never been in any accidents. With A/C,,,
Volkswagen Vento 1.6 Comfortline 2012 Buy in Kathmandu Nepal,N/A,"NRs 24,50,000",Volkswagen Vento 1.6 Comfortline in Excellent Condition. Nothing to Spend on. Never been in any accidents.,,,
Mahindra Scorpio 2013 Buy in Kathmandu Nepal,N/A,"NRs 27,50,000/-",Mahindra Scorpio in Excellent Condition. Nothing to Spend on Never been in any accidents.,,,
Volkswagen Polo 1.6 Highline 2013 Buy in Kathmandu Nepal,N/A,"NRs 26,00,000",Volkswagen Polo Highline in Excellent condition. Nothing to spend on. Never been in any major accidents. Fresh as new.,,,
Tata Indica V2 DLE Diesel 2010 Buy in Kathmandu Nepal,N/A,"NRs 8,00,000",Tata Indica V2 DLE in Excellent condition. Nothing to spend on. Never been in any accidents.,,,
Hyundai Santro 2002 Buy in Kathmandu Nepal,N/A,"NRs 7,25,000",Hyundai Santro in Excellent condition. Nothing to Spend on. Never been in any accidents.,,,
Mazda 3 V-Grade 2010 Buy in Kathmandu Nepal,N/A,"NRs 33,00,000","Excellent in condition and faultless in performance. Nothing to spend on. Never been in any accidents. Comes with auto headlight, Dual Airbags, ABS,15″ alloy wheels […]",,,
Maruti Suzuki Alto K10 VXi  2013 Buy in Kathmandu Nepal,N/A,"NRs 13,50,000",Single Handed Maruti Suzuki Alto k10 VXi in Excellent condition. Nothing to Spend on. Never been in any accidents. Fresh as new. Have run 17000 […],,,
Hyundai i10 Magna 2010 Buy in Kathmandu Nepal,N/A,"NRs 15,25,000",Hyundai i10 Magna in Excellent condition. Nothing to Spend on. Never been in any accidents.,,,
Hyundai i10 Magna 2010 Buy in Kathmandu Nepal,N/A,"NRs 15,75,000",Single Handed Hyundai i10 Magna in Excellent condition. Nothing to Spend on. Never been in any accidents. Fresh as new..,,,
Tata Indica Xeta 2009 Buy in Kathmandu Nepal,N/A,"NRs 8,75,000",Single Handed Tata Indica xeta in Excellent condition. Nothing to Spend on. Never been in any accidents. Fresh as new..,,,
Hyundai i10 Magna 2009 Buy in Kathmandu Nepal,N/A,"NRs 14,00,000",Single Handed Hyundai i10 Magna in Excellent condition. Nothing to Spend on. Never been in any accidents.,,,
Perodua Myvi 2010 Buy in Kathmandu Nepal,N/A,"NRs 11,50,000",Single handed Perodua in Excellent condition. Nothing to Spend on. Never been in any accidents.,,,
Swift VXI 2009 Buy in Kathmandu Nepal,N/A,"NRs 15,00,000",Suzuki Swift in excellent condition. Nothing to spend on. Never been in any accidents.,,,
Toyota Echo 2000 Buy in Kathmandu Nepal,N/A,"NRs 10,50,000",Toyota Echo in excellent condition. Nothing to spend on. Never been in any accidents.,,,
Nissan TIIDA 2007 Buy in Kathmandu Nepal.,N/A,"NRs 20,00,000",Single Handed Nissan TIIDA in excellent condition. Nothing to spend on. Never been in any accidents Fresh as new. Well Maintained.,,,
Maruti Suzuki Alto Lx 800 2011 Buy in Kathmandu Nepal.,N/A,"NRs 10,75,000",Single Handed Alto 800 in excellent condition. Nothing to spend on. Never been in any accidents.,,,
Hyundai i10 Magna 2010 Buy in Kathmandu Nepal,N/A,"NRs 15,75,000",Single handed New Shape Hyundai i10 Magna in excellent condition. Nothing to Spend on. Never been in any accidents.,,,
Suzuki Swift Vxi 2008 Buy in Kathmandu Nepal,N/A,"NRs 14,25,000",Single Handed Suzuki Swift in excellent condition. Nothing to spend on. Never been in any major accidents.,,,
Maruti Suzuki Omni Van 2012 Buy in Kathmandu Nepal,N/A,"NRs 10,25,000",Maruti Suzuki Omni Van 2012 in excellent condition. Nothing to spend on. Never been in any accidents. Fresh as new.,,,
Suzuki Vitara 1998 Buy in Kathmandu Nepal,N/A,"NRs 15,50,000",Single handed Suzuki Vitara in Excellent condition. Nothing to Spend on. Never been in any accidents..,,,
Suzuki Swift Vxi 2008 Buy in Kathmandu Nepal,N/A,"NRs 14,50,000",Single Handed Maruti Suzuki Swift VXi in Excellent condition. Nothing to Spend on. Never been in any accidents. Have run only 45000 Km.,,,
Maruti Suzuki Omni Van 2011 Buy in Kathmandu Nepal,N/A,"NRs 9,75,000",Single Handed Omni Van in excellent condition. Nothing to spend on. Never been in any accidents.,,,
Tata Indica DLS Diesel 2002 Buy in Kathmandu Nepal,N/A,"NRs 4,75,000",Single Handed Tata Indica V2 Diesel in excellent condition. Nothing to spend on. Never been in any accidents. Excellent Milage,,,
Chevrolet Aveo LS 2010 Buy in Kathmandu Nepal,N/A,"NRs 16,00,000",Single Handed Chevrolet Aveo in Excellent Condition. Nothing to Spend on. Never been in any Accidents.,,,
Chevrolet Aveo LT 2009 Buy in Kathmandu Nepal,N/A,"NRs 15,50,000",Chevrolet Aveo LT in excellent condition. Nothing to spend on. Never been in any accidents. Fresh as new.,,,
Skoda Fabia 2009 Buy in Kathmandu Nepal,N/A,"NRs 14,25,000","Skoda Fabia in excellent condition. Nothing to spend on. Never been in any accidents. Comes with Dual Airbag, ABS.",,,
Skoda Laura 2011 Buy in Kathmandu Nepal,N/A,"NRs 42,00,000","Single handed Skoda Laura in excellent condition. Nothing to spend on. NEver been in any accidents. Comes with Airbags, ABS, Six Cd changer, Headlight wash, […]",,,
Ford Ranger Pickup 2010 Buy in Kathmandu Nepal.,N/A,"NRs 29,00,000",Single Handed Ford Ranger in excellent condition. Nothing to spend on. Never been in any accidents.,,,
Maruti Suzuki Alto K10 2013 Buy in Kathmandu Nepal,N/A,"NRs 13,75000",Single Handed Maruti Suzuki Alto K10 in Brand New Condition. Nothing to spend on. Never been in any accidents. Fresh as new.,,,
Hyundai i20 Asta 2010 Buy in Kathmandu Nepal,N/A,"NRs 18,50,000","Hyundai i20 Asta in excellent condition. Nothing to spend on. Never been in any accidents. Comes with Dual Airbags, ABS, Steering Modular, Alloy Wheels.",,,
Hyundai Santro 2003 Buy in Kathmandu Nepal,N/A,"NRs 8,25,000",Hyundai Santro in excellent condition. Nothing to spend on. Never been in any accidents. Fresh and well maintained.,,,
Daihatsu Terios SX 2007 Buy in Kathmandu Nepal,N/A,"NRs 33,00,000","Daihatsu Terios in excellent condition. Nothing to spend on. Never been in any accident. Comes with Dual Airbags, ABS,4WD.",,,
Chevrolet Spark LT 2010 Buy in Kathmandu Nepal,N/A,"NRs 12,00,000",Single Handed Chevrolet Spark LT in Excellent Condition . Nothing to Spend on. Never been in any Accidents.,,,
Daihatsu Terios 2000 Buy in Kathmandu Nepal,N/A,"NRs 18,00,000",Single Handed Full Option Daihatsu Terios in excellent condition. Nothing to spend on. Never bee in any accidents. Fresh and in immaculate condition.,,,
Maruti Suzuki A Star VXI 2010 is Sold,N/A,NRs 0,,,,
Maruti Suzuki Omni Van 2010 Buy in Kathmandu Nepal,N/A,"NRs 8,75,000",Single handed 8 Seater Van in excellent condition. Nothing to spend on.,,,
Kia Picanto EX 2010 Buy in Kathmandu Nepal.,N/A,"NRs 12,00,000/-",Kia Picanto in excellent condition. Nothing to spend on.,,,
Nissan Xtrail 2006 Buy in Kathmandu Nepal.,N/A,"NRs 38,00,000/-","Nissan Xtrail in excellent condition. Nothing to spend on. Never been in any accident. Comes with dual Airbag, Sunroof, Electric seats.",,,
Daihatsu Terios 2007 is SOLD,N/A,NRs 0,SOLD,,,
Daihatsu Sirion 1.3 2006 Buy in Kathmandu Nepal.l.,N/A,"NRs 12,50,000",Daihatsu Sirion in excellent condition. Nothing to spend on. Never been in any accidents.,,,
Nissan Navara LE 2010 Buy in Kathmandu Nepal,N/A,"NRs 37,00,000",Nissan Navara in Excellent condition. Nothing to spend on. Never been in any accident.,,,
2011 Volkswagen Tiguan 2.0 TDI 4Motion Buy in Kathmandu Nepal.,N/A,"NRs 75,00,000",Single Handed Volkswagen Tiguan in Brand New Condition. Nothing to spend on. Never been in any accidents. Auto gear diesel engine.,,,
Tata Indigo CS 2010 Buy in Kathmandu Nepal,N/A,"NRs 13,00,000",Tata indigo in excellent condition. Nothing to spend on. Never been in any accidents.,,,
Suzuki Alto 2009 Buy in Kathmandu Nepal,N/A,"NRs 9,50,000",Single Handed Maruti Suzuki Alto in excellent condition. Nothing to spend on. Never been in any accident. Fresh as new.,,,
Daihatsu Terios SX 2007 Buy in Kathmandu Nepal,N/A,"NRs 33,00,000","Single Handed Daihatsu Terios in excellent condition. Nothing to spend on. Never been in any accidents. Comes with Dual Air Bag, ABS, Alloy Wheels.",,,
Hyundai Santro GLS 2008 Buy in Kathmandu Nepal,N/A,"NRs 12,25,000",Hyundai Santro in excellent condition. Nothing to spend on. Never been in any accidents.,,,
A Star VXi 2009 Buy in Kathmandu Nepal,N/A,"NRs 13,50,000",Maruti Suzuki A Star in excellent condition. Nothing to spend on. Never been in any accidents.,,,
Chevrolet Aveo Ls 2010 is SOLD,N/A,NRs 0,SOLD,,,
Hyundai Santro 2006 is SOLD,N/A,NRs 0,SOLD,,,
Kia Picanto Lx 2007 is SOLD,N/A,NRs 0,SOLD,,,
Subaru Forester 2006 Buy in Kathmandu Nepal,N/A,"NRs 31,00,000",Subaru Forester in excellent condition. Never been in any major accident. Nothing to spend on. Comes with 4 airbag.,,,
Swift Dzire VXi 2009 is SOLD,N/A,NRs 0,SOLD,,,
Tata Sumo Victa EX 2007 Buy in Kathmandu Nepal  *Price Reduced,N/A,"NRs 15,50,000",Tata Sumo in excellent condition. Nothing to spend on. Never been in any major accident.,,,
Honda Jazz 2009 Buy in Kathmandu Nepal,N/A,"NRs 22,95,000",Single Handed Honda jazz in excellent condition. Never been in any major accident. Nothing to spend on. Comes with dual airbag. Magic Seat. Audio controlling […],,,
Hyundai Santro Xing 2003 Buy in Kathmandu Nepal,N/A,"NRs 8,25,000",Single handed Hyundai Santro Xing in excellent condition. Nothing to spend on. Never been in any major accident.,,,
Alto 2007 Buy in Kathmandu Nepal,N/A,"NRs 8,00,000",Alto in excellent condition. Nothing to spend on. Never been in any major accident.,,,
Hyundai Santro 2006 Buy in Kathmandu Nepal,N/A,"NRs 10,75,000",Hyundai Santro in excellent condition. Nothing to spend on. Never been in any amor accident.,,,
Toyota AE100 1992 Buy in Kathmandu Nepal,N/A,"NRs 7,50,000",Toyota AE100 (EFI Engine) in good condition. Nothing to spend on.,,,
Maruti 800 2007 Buy in Kathmandu Nepal,N/A,"NRs 6,75,000",Maruti 800 in excellent condition. Nothing to spend on.,,,
Swift VXi 2007 Buy in Kathmandu Nepal,N/A,"NRs 14,50,000",Swift Vxi in excellent condition. Never been in any major accident. Nothing to spend on.,,,
Alto 2004 Semi Option Buy in Kathamndu Nepal,N/A,"NRs 8,75,000","Semi Option Alto in excellent condition. Never been in any major accident. Nothing to spend on. Comes with A/C, Power window, Power Steering.",,,
Perodoua Kenari 2007 Buy in kathmandu Nepal,N/A,"NRs 8,75,000",Perodoua Kenari in excellent condition. Nothing to spend on. Never been in any major accident.,,,
Hyundai i20 Magna is SOLD,N/A,NRs 0,SOLD,,,
Suzuki Ignis 2004 is SOLD,N/A,NRs 0,SOLD,,,
Swift Dzire VXi 2009 Buy in Kathmandu Nepal,N/A,"NRs 17,50,000",Single Handed Swift Dzire in excellent condition. Nothing to spend on. Fresh as new.,,,
A Star VXi 2009 Buy in Kathmandu Nepal,N/A,"NRs 14,50,000",Single Handed A Star in excellent condition. Never been in any major accident. Nothing to spend on.,,,
Mazda 1998 Buy in Kathmandu Nepal,N/A,"NRs 10,00,000",Full Option Mazda in excellent condition. Looks Very Sporty. Runs with either Gas or Petrol.,,,
Swift VXi 2007 is SOLD,N/A,NRs 0,SOLD,,,
Opel Swing 2002 is SOLD,N/A,NRs 0,SOLD,,,
Zotye 2010 Buy in Kathmandu Nepal,N/A,"NRs 15,50,000",Single handed Zotye in excellent condition. Never been in any major accident. Nothing to spend on. Have run only 23000 km.,,,
Hyundai i20 Asta 2010 is SOLD,N/A,NRs 0,SOLD,,,
Maruti Gypsy 1998 is SOLD,N/A,NRs 0,SOLD,,,
Toyota Tercel 1988 Buy in Kathmandu Nepal,N/A,"NRs 3,50,000",Toyota Tercel in good condition for very cheap price.,,,
Maruti Alto 2004 is SOLD,N/A,NRs 0,SOLD,,,
Maruti Suzuki Zen 2004 is SOLD,N/A,NRs 0,SOLD,,,
Maruti Suzuki Wagon R 2000 is SOLD,N/A,NRs 0,SOLD,,,
Perodoua Kelisa 2006 Buy in Kathmandu Nepal,N/A,"NRs 6,50,000",Perodoua Kelisa in good condition. Very cheap for its price.,,,
Toyota AEE 101 1992 Buy in Kathmandu Nepal,N/A,"NRs 7,90,000",Toyota AEE 101 in excellent condition. It got 16 valve EFI Engine. Nothing to spend on.,,,
Scorpio pick up 2008 is SOLD,N/A,NRs 0,SOLD,,,
Hyundai Santro 2006 is SOLD,N/A,NRs 0,SOLD,,,
TOYOTA LX 2003  is SOLD,N/A,NRs 0,SOLD,,,
Nissan fe 1997 buy in Kathmandu Nepal,N/A,"NRs 10,00,000",This car is in very good condition.,,,
DAIHATSU TERIOS 2007 is SOLD,N/A,NRs 0,SOLD,,,
Hyundai Matrix 2005 is SOLD,N/A,NRs 0,SOLD,,,
Kia Picanto 2005 is SOLD,N/A,"NRs 10,50,000",SOLD,,,
Hyundai Santro 2007 is SOLD,N/A,"NRs 12,50,000",SOLD,,,
Hyundai Santro 2005 is SOLD,N/A,"NRs 11,50,000",SOLD,,,
Maruti Omni Van 2009 is SOLD,N/A,"NRs 8,60,000",SOLD,,,
Kia Picanto Ex 2006 is SOLD,N/A,"NRs 11,20,000",SOLD,,,
Kia Rio 2003 is SOLD,N/A,"NRs 7,70,000",SOLD,,,
Daihatsu Sirion 2008 is SOLD,N/A,"NRs 14,600,000",SOLD,,,
Tata Indica Turbo 2007 Buy in Kathmandu Nepal is SOLD,N/A,"NRs 8,50,000",SOLD,,,
Daihatsu Terios 2008 is SOLD,N/A,"NRs 33,30,000",SOLD,,,
Nissan Super Saloon 2004 is SOLD,N/A,"NRs 19,50,000",SOLD,,,
Hyundai i10 Magna is SOLD,N/A,"NRs 15,00,000",SOLD,,,
Toyota Hilux 1996 is SOLD,N/A,"NRs 19,00,000",SOLD,,,
Maruti Suzuki Zen 2004 Buy in Kathmandu Nepal,N/A,"NRs 7,50,000",Maruti Zen in Excellent condition.,,,
Hyundai Tucson 2006 Buy in Kathandu Nepal is SOLD,N/A,"NRs 27,00,000",SOLD,,,
Toyota Land Cruiser LJ79 Buy in Kathmandu Nepal SOLD,N/A,"NRs 27,50,000",SOLD,,,
Mitsubishi Pajero V44 1991 Buy in Kathandu Nepal SOLD,N/A,"NRs 19,50,000",SOLD,,,
Maruti 800 2004 Buy in Kathmandu Nepal,N/A,"NRs 6,00,000",SOLD,,,
Dihatsu Terios 1998 is SOLD,N/A,"NRs 18,50,000",SOLD,,,
Toyota Lx 2003is SOLD,N/A,"NRs 20,00,000",SOLD,,,
Hyundai i10 Magna 2010 Buy in Kathmandu Nepal is SOLD,N/A,"NRs 16,00,000",SOLD,,,
Land Rover Defender 2002 Buy in Kathmandu Nepal,N/A,"NRs 32,00,000",Land Rover Defender in good condition. Excellent for off roads.,,,
Suzuki Swift VXi 2008 buy in Kathmandu Nepal is SOLD,N/A,"NRs 15,25,000",SOLD,,,
Toyota RAV 4 2010 buy in Kathmandu Nepal.SOLD,N/A,"NRs 75,00,000",SOLD,,,
Toyota RAV 4 2001 buy in Kathmandu Nepal is SOLD,N/A,"NRs 29,00,000",SOLD,,,
Hyundai Santro Zip Plus 2003 is SOLD,N/A,"NRs 8,25,000",SOLD,,,
Suzuki A Star buy in Kathmandu Nepal is SOLD,N/A,"NRs 14,30,000",SOLD,,,
Kia Sorento 2003 Buy In Kathmandu Nepal,N/A,"NRs 33,00,000",IN GOOD CONDITION,,,
Huyndai Getz 2007 buy in Kathmandu Nepal is SOLD,N/A,"NRs 15,00,000",SOLD,,,
Kia Sumato 2001 Buy In Kathmandu Nepal SOLD,N/A,"NRs 8,50,000",SOLD,,,
ZOTYE 2010 Buy In Kathmandu Nepal is SOLD,N/A,"NRs 15,00,000",SOLD,,,
Swift 2009vxi buy in kathmandu nepal SOLD,N/A,"NRs 16,80,000",SOLD,,,
Tata indica 2006 Buy In Kathmandu Nepal SOLD,N/A,"NRs 8,00,000",SOLD,,,
Maruti Van 2007 Buy in Kathmandu Nepal SOLD,N/A,"NRs 8,50,000",SOLD,,,
Maruti WagonR 2001 is SOLD,N/A,"NRs 7,50,000",SOLD,,,
Hyundai Tucson2009 buy in Kathmandu Nepal is SOLD,N/A,"NRs 32,50,000",SOLD,,,
Toyota Prado 1997 Buy In Kathmandu Nepal,N/A,"NRs 43,00,000","WELL CONDITION, FULL OPTION",,,
Nissan Navara 2009 is SOLD,N/A,"NRs 34,00,000",SOLD,,,
Maruti Car 1998 Buy in Kathmandu Nepal is SOLD,N/A,"NRs 4,00,000",SOLD,,,
Land  Rover 2004 is SOLD,N/A,"NRs 34,00,000",SOLD,,,
Huyndai Santro 2009 GL is SOLD,N/A,"NRs 12,80,000",SOLD,,,
Fully Loaded 2014 VW Tiguan 2.0L TSI Automatic,Petrol,"5,995,000.00",,"52,300 KMS",2014,
Full Option 2015 Toyota Etios Cross V Diesel (w/Full Service,Diesel,"2,325,000.00",,"52,000 KMS",2015,
Single Owner 2020 Mitsubishi Outlander PHEV Automatic,Hybrid (Petrol + Electric),"12,900,000.00",,"12,000 KMS",2020,
Full Option 2018 Nissan Navara Automatic (w/Full Service His,Diesel,"7,300,000.00",,"32,000 KMS",2018,
Single Owner 2014 VW Tiguan Petrol Manual,Petrol,"4,375,000.00",,"52,000 KMS",2014,
2014 Hyundai Xcent (w/ LCD Touchscreen),Petrol,"1,725,000.00",,"50,000 KMS",2014,
Single Owner 2019 Hyundai Tucson,Petrol,"6,300,000.00",,"31,000 KMS",2019,
Full Option 2015 Hyundai Creta Diesel SX,Diesel,"3,550,000.00",,"71,000 KMS",2015,
Full Option 2016 Datsun Go,Petrol,"1,250,000.00",,"59,000 KMS",2016,
Single Owner 2018 Hyundai Tucson Diesel Automatic,Diesel,"7,600,000.00",,"57,000 KMS",2018,
Full Option 2014 Tata Safari Storme,Diesel,"1,950,000.00",,"64,000 KMS",2014,
Single Owner 2017 Hyundai Verna Automatic,Petrol,"3,150,000.00",,"53,000 KMS",2017,
Full Option 2019 Suzuki Wagon R 1.2,Petrol,"2,175,000.00",,"25,000 KMS",2019,
2012 Ford Figo Zxi (w/Full Service History),Petrol,"1,095,000.00",,"86,000 KMS",2012,
Full Option 2018 Mitsubishi ASX Automatic,Petrol,"7,200,000.00",,"49,000 KMS",2018,
Full Option 2016 Renault Duster Petrol (w/Full Service Histo,Petrol,"2,375,000.00",,"47,000 KMS",2016,
"Full Option 2014 Hyundai Eon Era+ (Driven for 61,000 kms)",Petrol,"1,195,000.00",,"61,000 KMS",2014,
Full Option 2015 Mitsubishi Lancer GLS (w/Full Service Histo,Petrol,"5,500,000.00",,"49,000 KMS",2015,
Single Owner 2018 Nissan Micra Active,Petrol,"1,675,000.00",,"42,000 KMS",2014,
Full Option Renault Duster Diesel 4WD,Diesel,"2,775,000.00",,"53,000 KMS",2017,
,,,,,,Brand
Tata Zest XT 2016,petrol,NPRs 17.50lakhs,,44000 km,,Tata
Tiago,petrol,NPRs 24.00lakhs,,3277 km,,Tata
Nexon xz+,petrol,NPRs 36.50lakhs,,12000 km,,Tata
Tata safari,diesel,NPRs 14.50lakhs,,0 km,,Tata
tata tiago xz+,petrol,NPRs 23.50lakhs,,0 km,,Tata
Altroz xz,petrol,NPRs 29.50lakhs,,26000 km,,Tata
Tata Manza,diesel,NPRs 12.00lakhs,,0 km,,Tata
Tata zest Xe,petrol,NPRs 14.00lakhs,,0 km,,Tata
Tata Indigo,petrol,NPRs 13.50lakhs,,0 km,,Tata
Tata Manza safari,petrol,NPRs 13.00lakhs,,0 km,,Tata
Tata Tiago Xz,petrol,NPRs 19.80lakhs,,0 km,,Tata
Sumo,diesel,NPRs 11.50lakhs,,0 km,,Tata
Tata Hatti,petrol,NPRs 7.50lakhs,,0 km,,Tata
Tata mega XL,diesel,NPRs 8.50lakhs,,0 km,,Tata
tata sumo,diesel,NPRs 16.00lakhs,,0 km,,Tata
Nexon XZA+,diesel,NPRs 35.00lakhs,,0 km,,Tata
tata tiago xz+,petrol,NPRs 18.50lakhs,,24000 km,,Tata
Nexon XZ+,diesel,NPRs 32.00lakhs,,0 km,,Tata
tata safari,diesel,NPRs 11.00lakhs,,0 km,,Tata
Tata sumo,diesel,NPRs 11.50lakhs,,0 km,,Tata
tata tiago xz,petrol,NPRs 19.75lakhs,,0 km,,Tata
tata bolt rt m,petrol,NPRs 17.90lakhs,,0 km,,Tata
tata hexa xt,diesel,NPRs 52.00lakhs,,0 km,,Tata
nexon xz plus,petrol,NPRs 36.50lakhs,,0 km,,Tata
indica xeta,petrol,NPRs 4.95lakhs,,0 km,,Tata
tata indica,petrol,NPRs 3.50lakhs,,0 km,,Tata
Tata Trucks,diesel,NPRs 10.50lakhs,,0 km,,Tata
Nexon XM(S),petrol,NPRs 36.00lakhs,,25500 km,,Tata
tata ace hatti,petrol,NPRs 6.99lakhs,,52000 km,,Tata
tata safari,diesel,NPRs 13.75lakhs,,0 km,,Tata
Tata Tiago XM,petrol,NPRs 18.50lakhs,,0 km,,Tata
Tata Sumo Gold,diesel,NPRs 15.50lakhs,,0 km,,Tata
nexon xz plus,petrol,NPRs 33.00lakhs,,0 km,,Tata
tata tiago xz,petrol,NPRs 19.50lakhs,,0 km,,Tata
indigo cs lx 2017,petrol,NPRs 12.75lakhs,,0 km,,Tata
tiago xz,petrol,NPRs 22.00lakhs,,0 km,,Tata
tata indica,petrol,NPRs 4.50lakhs,,0 km,,Tata
TATA NEXON XZ+,petrol,NPRs 35.00lakhs,,25000 km,,Tata
tata sumo gold,petrol,NPRs 14.50lakhs,,80000 km,,Tata
Tata XENON 2014,diesel,NPRs 13.75lakhs,,0 km,,Tata
Tata sumo2016,diesel,NPRs 11.50lakhs,,0 km,,Tata
Nano 2011,petrol,NPRs 3.80lakhs,,0 km,,Tata
tata sumo gold 2016,diesel,NPRs 15.50lakhs,,0 km,,Tata
tata super ace2015,diesel,NPRs 7.50lakhs,,0 km,,Tata
tata indica 2001,petrol,NPRs 3.50lakhs,,0 km,,Tata
tata indica v2,diesel,NPRs 5.20lakhs,,0 km,,Tata
TATA Nexon XZ+2021,petrol,NPRs 37.00lakhs,,31000 km,,Tata
tata nexon ev,electric,NPRs 37.00lakhs,,12000 km,,Tata
Tata Xeta,petrol,NPRs 4.75lakhs,,0 km,,Tata
Tata Sumo Ex,diesel,NPRs 14.25lakhs,,0 km,,Tata
Tata Xeta,petrol,NPRs 4.50lakhs,,0 km,,Tata
xpres t ev taxi,electric,NPRs 14.00lakhs,,0 km,,Tata
Tata tigor xz+,petrol,NPRs 22.50lakhs,,21000 km,,Tata
Tata Nexon XM,petrol,NPRs 25.50lakhs,,0 km,,Tata
Tata Nexon XM,petrol,NPRs 25.50lakhs,,0 km,,Tata
Tata Nexon XZ+,petrol,NPRs 35.50lakhs,,12000 km,,Tata
Tata nexon. Petrol Full option + sunroof,petrol,NPRs 2.20lakhs,,10000 km,,Tata
Zest xm,petrol,NPRs 17.00lakhs,,25000 km,,Tata
tata tigor xe,petrol,NPRs 20.50lakhs,,27000 km,,Tata
NRG,petrol,NPRs 26.00lakhs,,26000 km,,Tata
Tata Tiago NRG,petrol,NPRs 20.50lakhs,,44000 km,,Tata
Tata Safari Strome vx,diesel,NPRs 26.75lakhs,,67000 km,,Tata
Zest,petrol,NPRs 16.00lakhs,,100000 km,,Tata
Tata Tiago xe,petrol,NPRs 16.00lakhs,,58000 km,,Tata
Tigor xe,petrol,NPRs 18.00lakhs,,44000 km,,Tata
TATA ZEST XM,diesel,NPRs 18.90lakhs,,50581 km,,Tata
Tata zest XT,petrol,NPRs 15.00lakhs,,99000 km,,Tata
Tata Nexon XZ Plus,petrol,NPRs 31.00lakhs,,0 km,,Tata
Tata Nexon EV 2022,electric,NPRs 38.75lakhs,,5800 km,,Tata
Tata safari,petrol,NPRs 14.00lakhs,,0 km,,Tata
Tata Xeta,petrol,NPRs 4.25lakhs,,50000 km,,Tata
