Model,Fuel Type,Price,Description,Kilometers Driven,Model Year,Brand
Volkswagen Cross Polo 1.6 Highline 2015 SINGLE OWNER Low Run 18k Only,N/A,"NRs 2,399,000.00","Volkswagen Cross Polo 1.6cc 2015 High-line(Top Model) Two OWNERs in Excellent condition, with a minimal running of 18000 KM only, with a full-service history. Free […]",,,
Ford Ecosport 2019  Turbo FULL OPTION TREND AIRBAGS AND STEERING CTRL Full Service history,N/A,"NRs 3,499,000.00",BRAND NEW CONDITION FORD ECOSPORTS 2019 FULL OPTION(TREND OPTION TURBO TDCI) with Touch screen display. In near Brand new condition(Only minor Scratches) in All original […],,,
Hyundai Getz 2009 full option Immaculate condition,N/A,"NRs 1,150,000.00","Excellent quality Hyundai Getz 2009 full option, in immaculate factory condition. A quality purchase, free from accidents and problems. Fully service and newly polished. Priced […]",,,
Hyundai Verna 2017 VTVT Automatic Transmission,N/A,"NRs 3,850,000.00","Hyundai Verna 1.6 VTVT 2017 Automatic Transmission. Newly polished and serviced, fully inspected vehicle. Comes loaded with Dual airbags, Climate control and many more options […]",,,
Kia Picanto 2008 Low Km Single Owner,N/A,"NRs 1,100,000.00","Single Owner Kia Picanto with Low Kms is here for you with full Kia Service history. A problem-free vehicle, Newly Polished and Serviced. Priced@11,00,000/-(Taking Offers) […]",,,
Kia Rio Hatchback With Sunroof 2008,N/A,"NRs 1,275,000.00","Excellent condition Kia Rio 2008 Full Option, free from problems and accident’s. Fully checked and inspected by our engineers. Drives in excellent condition. Priced@NRs12,75,000/-(Taking Offers) […]",,,
"JAPANESE GRAND VITARA 4X4 FULLY LOADED WITH AirBags, ABS, Steering Ctrls",N/A,"NRs 2,025,000.00","Quality Japanese OFF roader SUZUKI Grand Vitara 4WD. Loaded with an aftermarket Multimedia system, custom-fitted leather seats. Freshly painted and polished to original condition. This […]",,,
Kia Sportage GT-Line AWD Top Trim Auto,N/A,"NRs 6,900,000.00",Kia Sportage GT-Line AWD Full option Auto transmission model with Pedal shifter and JBL premium audio system. Highlights * Minimal running- Full-service history. * Auto […],,,
BRAND NEW condition Skoda Rapid Rider 1.0 Tsi Mt with Service History,N/A,"NRs 3,099,000.00",The Skoda Rapid Rider 1.0 Tsi Mt is in showroom condition. It comes with complete service history and coupons for free service. 7000K KM RUN. […],,,
Fully Loaded 2019 Nissan Kicks Xv 7000K KM  (w/full Service History),N/A,"NRs 4,399,000.00","Nearly brand new in condition with only 8000 kilometres driven (plus-) Dressed in Metallic silver, in truly original condition that you wouldn’t want to miss. […]",,,
Single Owner Volkswagen POLO HighLine immaculate condition,N/A,"NRs 2,075,000.00","The Volkswagen Polo High-line(Top Model) 2013 is in excellent condition with full options (Steering Controls, Bluetooth, ABS, Alloy wheels). Newly polished, clean interiors with no […]",,,
Single Owner HYUNDAI EON 2013 Full Service History Immaculate condition,N/A,"NRs 1,275,000.00","Hyundai Eon Era+ 2013 is in excellent condition, free from accidents and problems. Viewing is highly recommended. Single Owner and free from accidents and problems […]",,,
Single Owner HYUNDAI GRAND I10 ASTA ‘O’ Full Pack Edition Only 12k km Run Untouched spare wheel,N/A,"NRs 2,450,000.00",Single Owner Hyundai Grand i10 ASTA’O’ 2016 13k Run ONLY (With Hyundai Service Records) in excellent condition. This Sporty hatchback is a Fully Loaded Edition […],,,
BRAND NEW condition Hyundai Creta 360 Camera Upgraded  2020 4000k Run,N/A,"NRs 4,950,000.00","Brand New Condition Hyundai’s flagship The Creta, with Dual airbags and climate ctrl bought abt 3 months ago. Comes loaded with FULL accessories available in […]",,,
Hyundai Tucson GL 2011 Diesel in wow condition,N/A,"NRs 3,799,000.00",Super Excellent Condition Hyundai Tucson GL 2011 in its Original glory. (Comes with full Hyundai Service History and Guaranteed Original Km run). No Accidents and […],,,
Hyundai Xcent Single Owner Full Serivce History Immaculate Condition,N/A,"NRs 1,975,000.00","Hyundai X-cent 2014, with full Hyundai service history and all original metallic factory paint(Minor Touchup only). * Single owner and condition fully assured. * Full […]",,,
HONDA CIVIC Fully Loaded Manual Transmisson Japanese Immaculate condition Don’t Miss,N/A,"NRs 1,750,000.00","In quality condition, Honda Civic 2007 is fully loaded with Sunroof, Climate ctrl, Steering Ctrl. This civic has been customed to sporty leather seats, very […]",,,
VOLKSWAGEN POLO GT TSI Automatic Immaculate condition,N/A,"NRs 2,500,000.00",Volkswagen Special Edition Highline GT TSI 2013 Auto Gear with DSG Gear Box. Full-Service history will be Provided. One Quality defining POLO with amazing power […],,,
MARUTI CARGO 2013 Immaculate condition Single Owner,N/A,"NRs 600,000.00","CARGO VAN 2013, IN IMMACULATE CONDITION. Previously used in Minor lightweight food suppliers, carrying only lightweights. No damages at all. Looks and drives are just […]",,,
HYUNDAI SANTRO 2009 GLS Single Owner,N/A,"NRs 1,299,000.00",Single Owner Hyundai Santro GLs plus 2009 in much looked after condition. (Full-Service History) Quality and inspection fully carried out. Free from accidents and problems. […],,,
HYUNDAI GRAND I10 ASTA ‘O’ Full Pack Edition with FS/H IMMACULATE,N/A,"NRs 2,075,000.00","Hyundai Grand i10 ASTA’O’ (With Hyundai Service Records) in excellent condition. This Sporty hatchback is a Fully Loaded Edition with a Keyless Push Start, Genuine […]",,,
Ford Ecosport 2018 8000Km Run FULL OPTION TREND AIRBAGS AND STEERING CTRL Full Service history,N/A,"NRs 3,399,000.00",BRAND NEW CONDITION FORD ECOSPORTS 2018 FULL OPTION(TREND OPTION) with Touch screen display. In Brand new spotless condition with minimal running of only 8000k(Showroom warranty […],,,
CHEVROLET Spark Full Option In Good condition,N/A,"NRs 799,000.00","Excellent condition CHEVROLET SPARK 2009, comes fully loaded with all 4 Power windows, Power Steering,A/C, Semi Leather seats(Custom fitted plus many more. This Vehicle is […]",,,
HYUNDAI VERNA SX  2014  IMMACULATE CONDITION FULL SERVICE,N/A,"NRs 2,600,000.00","Single Owner, Hyundai VERNA SX+(FULL OPTION) in immaculate condition,(Includes full-service history). Newly polished and serviced, fully inspected vehicle. Great value for Bargain Hunter. Over 30% […]",,,
HYUNDAI I20 ACTIVE ‘S’ Full Option 2016 In Good condition,N/A,"NRs 2,950,000.00",Hyundai I20 Active ‘S’2016 Asta in excellent condition. 190mm ground clearance of this quality cross-over CUV is ideal for Nepal’s challenging roads. Safety features include […],,,
New Nissan Magnite Xv Premium 2021 (BRAND NEW DEAL),N/A,"NRs 4,250,000.00",NEW NISSAN 2021 MAGNITE XV PERFORMANCE MONO TURBO Run 1400 kilometers New bill and warranty included. PRICE INFORMATION BELOW * Price when new -> MRP […],,,
TATA TIAGO NRG CUV 2019 Brand new condition 2019,N/A,"NRs 2,350,000.00","TATA TIAGO NRG Cuv, in near brand new condition 2019. with minimal running of only 8000km. In near brand new condition, NRG, Cross over CUV, […]",,,
TOYOTA Echo (Yaris) ex-Diplomat Immaculate condition Immaculate condition,N/A,"NRs 875,000.00","In immaculate condition, this Japanese-built TOYOTA ECHO(also known as the Toyota Yaris in some countries). Formerly owned by the Japanese Embassy in Kathmandu, the vehicle […]",,,
FORD FIGO 2016 with AirBags EXCELLENT CONDITION,N/A,"NRs 1,775,000.00","Ford Figo 2016 Ambient(Comes with Ford Service records) with Dual airBags, in Excellent condition. SINGLE OWNER, WITH DUAL AIRBAGS, in immaculate condition. A well-maintained Hatchback […]",,,
MARUTI SUZUKI SWIFT ZXi 2014 Single Owner Immaculate condition,N/A,"NRs 2,200,000.00","Buy with warranty. Maruti Suzuki Swift Zxi in all original condition. It has a single owner and a full Suzuki service history. In original paint, […]",,,
MITSUBUSHI PAJERO Exceed FULLY LOADED Automatic Immaculate condition,N/A,"NRs 11,500,000.00","Exquisite condition Mitsubishi PAJERO Exceed 2013 (SunRoof, Super Select 4WD(Latest Shape), in Beautiful Metallic Pearl white, the ultimate head-turner(Executive class). This Quality SUV is a […]",,,
Volkswagen POLO Highline 1.6Cc 2016 Excellent Condition,N/A,"NRs 2,599,000.00","A Quality German Brand Volkswagen POLO Highline (Full Option) 2016, in Near New Condition. Ultimate class-defining Sporty vehicle. In pristine condition, this is a class-defining […]",,,
MAHINDAR BOLERO Pik UP Double cabin 4WD and PowerSteering,N/A,"NRs 1,850,000.00",A showroom description of the model is given below. The model comes with a powerful and fuel-efficient Mahindra DI diesel engine with a long life. […],,,
NEW Kia Seltos HTX IVT Fully Loaded 2021 AUTOMATIC P- SUNROOF,N/A,"NRs 5,990,000.00",BRAND NEW Kia Seltos HTx+ IVT Automatic with Leather interior and Panoramic sunroof(FULLY LOADED TOP MODEL) This Brand new beauty is a fully loaded top […],,,
Hyundai Eon Era+ 2013 in Excellent COndition,N/A,"NRs 1,250,000.00","Hyundai Eon Era+ 2013 in excellent condition, free from accidents and problems. Viewing is highly recommended. Priced@NRs12,50,000/-(Taking near offers) Visit www.ktmcarsales.com For Test Drive and […]",,,
LIMITED EDITION (Skoda Rapid Monte Carlo) 1.6 MPI MT SINGLE OWNER,N/A,"NRs 3,550,000.00","A Real head-turner–>(LIMITED EDITION “Monte Carlo Edition”) SKODA RAPID STYLE Plus 2020 in immaculate condition. Comes loaded with (Cruise ctrl, OEM Reverse camera, AirBags, ABs, […]",,,
Volkswagen Cross Polo 2015 Excellent Condition,N/A,"NRs 2,399,000.00","Volkswagen Cross Polo 1.6cc 2015 High-line(Top Model) excellent condition, with genuine running, comes with Volkswagen full-service history. This Vehicle is almost good as a new […]",,,
MARUTI SUZUKI Swift Dzire 2013 ZXI Single Owner Immaculate condition,N/A,"NRs 2,125,000.00","SINGLE OWNER SUZUKI SWIFT DZIRE ZXI 2013 A pristine condition, Suzuki Swift DZIRE ZXI 2013 (Equipped with Dual AirBags, Climate Ctrl). A family-safe car with […]",,,
Nissan SuperSaloon  AUTOMATIC In Immaculate condition 2004,N/A,"NRs 1,299,000.00","AUTOMATIC TRANSMISSION, NISSAN Super Saloon Japanese built (Later Shape). Executive class quality vehicle. Free from scratches and problems, Fully Tested and Inspected. A Much looked […]",,,
MARUTI SUZUKI Alto LXI 2016 Single Owner,N/A,"NRs 1,450,000.00","The Alto LXI 2016 is in immaculate condition with just one owner and NO expenses. Equipped with Power Steering, A/C, Front Power windows, Audio system, […]",,,
MAHINDRA SCORPIO 4WD 2.6cc Full Option Non AirBag,N/A,"NRs 1,750,000.00",Mahindra Scorpio 2002 single hand in superb condition. The Most demanding SUV in the Market with excellent resale value. * Loaded with off-roading tires. * […],,,
Excellent Condition Chevrolet AVEO UVA LS 2009,N/A,"NRs 1,025,000.00","Chevrolet AVEO UVA 2009 LS in immaculate condition. Affordable and value for money without the Hefty price tag, In condition good as new. WITH ONLY […]",,,
MARUTI SUZUKI SWIFT ZXI Push button start Immaculate condition,N/A,"NRs 2,450,000.00","Immaculate Suzuki Swift ZXI 2016 Model in immaculate condition. Genuine Low Run quality vehicle. Options include Bluetooth, Steering Ctrls, Fog lamps, ZXI Alloys. This Vehicle […]",,,
HYUNDAI TUCSON 2008 SINGLE OWNER 4WD  in Immaculate condition,N/A,"NRs 2,399,000.00","Single Owner HYUNDAI Tucson 2008(GL)4wd in Dual-tone (Grey and Metallic Silver). Free from scratches and problems, fully Tested and Inspected. In original paint condition, tidy […]",,,
Ford Figo 2013 ZXI Excellent condition,N/A,"NRs 1,350,000.00",Single Owner Ford Figo 2013 ZXI in excellent condition. This Vehicle is free from accidents and scratches. Newly refurbished to Brand new condition. Very tidy […],,,
DATSUN READY GO 1000cc with Airbag Excellent condition,N/A,"NRs 1,450,000.00","Nissan Datsun Ready-go 2018 free from accidents and problems. Economical cheap City Run around Vehicle without the price tag. Ideal first-time buyers’ choice. Priced@NRs14,50,000/(Taking offers) […]",,,
German Built Volkswagen Tiguan HIGH-LINE(TOP MODEL)24000 Km 2.0 TSI,N/A,"NRs 6,200,000.00","German-built, Volkswagen Tiguan 2013 4-Motion(AWD)FULLY LOADED-HIGH-LINE(Panoramic Roof, Leather packed, Heated/Cooling Seats,8 AirBags, Electric Seats)DSG Automatic transmission. All Orginal Condition. Only one Previous owner low Run(24k=FullService […]",,,
BRAND NEW MAHINDRA SCORPIO 2019 S5 4WD(UNDER COMPANY WARRANTY),N/A,"NRs 5,125,000.00","Brand New Condition Mahindra Scorpio 4WD 2019 S5, Selling on behalf of a customer, So GRAB A BRAGIN PRICE NOW!! PRICED NOW!!NRs51,25,000/- PLUS ACCESSORIES WORTH […]",,,
HYUNDAI GRAND I10 MAGNA 2015 Full Serivce History LOW Run,N/A,"NRs 2,075,000.00","Hyundai Grand i10 Magna(with only two previous owners)2015 Free from accidents and problems, in immaculate condition. A Much looked after vehicle by its previous owners. […]",,,
BRAND NEW FORD FREESTYLE 2019 Titanium PLUS 11K  with 360 Camera (OFFERS Wellcome),N/A,"NRs 2,925,000.00",Ford Figo Freestyle 2019 Titanium with Push-button start in super excellent condition. Intact in almost all Original paint conditions. A perfect Suv look-alike CUV vehicle […],,,
HYUNDAI VERNA SX  2014 Run FULL SERVICE,N/A,"NRs 2,699,000.00","Single Owner, Hyundai VERNA SX+(FULL OPTION) in immaculate condition,(Includes full-service history). Newly polished and serviced, fully inspected vehicle. Great value for Bargain Hunter. Over 30% […]",,,
Maruti Suzuki Celerio 2014 AUTOMATIC DRIVE,N/A,"NRs 17,250,000.00","Maruti Suzuki in Auto transmission 2014 VXI in immaculate condition with no expenses spared. Fully refurbished to original condition. Problem-free and accident-free. Priced@17,25,000/-(Taking Near offers) […]",,,
SKODA RAPID 1.6 ELEGANCE Plus (FULL LOADED) AUTOMATIC TRANSMISSION,N/A,"NRs 2,825,000.00","German quality, Singly driven, SKODA RAPID, PREMIUM Black Edition. –> The Elegant Plus 2015. Auto/Manual(DSG)transmission in Impeccable condition. Includes Full Skoda Service History. Features:- Auto/Manual […]",,,
HYUNDAI i20 Elite Magna in Original condition. LOW LOW RUN Full Hyundai Service History,N/A,"NRs 2,625,000.00","HYUNDAI I20 ELITE MAGNA 2016, with dual Airbags, includes Full Hyundai History. Single Owner Sporty, immaculate condition dressed in beautiful Metallic Red. In Pristinely kept […]",,,
Honda Cr-V New Shape Automatic AWD RVSI Impeccable Condition (Japanese Built) 2015 Reg,N/A,"NRs 6,900,000.00","HONDA Cr-V 4WD Fully Loaded(Sunroof, Premium Leather package) facelift model 2015 Registration(2014 MDF), in impeccable condition (Japanese built). Award-winning, Honda CR-V has the highest standards […]",,,
Nissan Sunny Supersaloon 2008 Airbags Abs Japanese Built,N/A,"NRs 1,525,000.00","Nissan Sunny Supersaloon 2008 in immaculate condition, free from accidents and problems. Japanese-built quality luxury sedan, excellent buy for quality hunters. Not To Miss. Viewing […]",,,
FORD FIGO Single Owner Excellent condition 2013 Titanium,N/A,"NRs 1,450,000.00","Single-Handed Ford Figo 2013 Full Option (Titanium) in Excellent condition. Comes with Steering Mounted Control, Dual Airbags, ABS, Bluetooth, Alloys wheels, Unused Spare tyre. Full-Service […]",,,
Single Owner Toyota ETIOS CROSS 2015 Excellent condition,N/A,"NRs 2,399,000.00","Toyota ETIOS-CROSS V-GRADE 2015 UPGRADED SPORTY VARIANT. One careful previous owner only, a real head turner you wouldn’t want to miss.  Viewing is highly recommended. […]",,,
Maruti Suzuki Wagon R 2015 Full Suzuki Service History,N/A,"NRs 1,650,000.00","Maruti Suzuki Wagon-R 2015 VXI, Fully option VXI variant in an excellent driving condition. COMES WITH FULL SUZUKI SERVICE HISTORY. No Visible visible wear and […]",,,
"MARUTI SUZUKI SWIFT VXI, Single Owner A one condition",N/A,"NRs 1,099,000.00","Single Owner Maruti Suzuki Swift Vxi 2005/6 free from accidents or problems. Recently refurbished to near new condition. No Scratches, Accident-Free, Problem Free. Much looked […]",,,
