Model,Fuel Type,Price,Description,Kilometers Driven,Model Year,Brand,Year
Maruti Suzuki Zen Estilo VXI 2010 Buy in Kathmandu Nepal,,"NRs 11,00,000",Single handed Zen Estilo in excellent condition. Nothing to spend on. Never been in any accidents. Fresh and well maintained. Excellent milage.,,,,2010
Ford Figo ZXI 2011 Buy in Kathmandu Nepal,,"NRs 13,25,000",Single Handed Ford Figo in excellent condition. Nothing to spend on. Never been in any accidents. Fresh as new.,,,,2011
SKODA RAPID ACTIV 2013 Buy in Kathmandu Nepal,,"NRs 22,50,000",Single Handed Skoda Rapid in excellent condition. Nothing to spend on. Never been in any accidents. Well maintained.,,,,2013
Kia Sportage 2009 Buy in Kathmandu Nepal,,"NRs 23,00,000",Single Handed Kia Sportage in excellent condition. Nothing to spend on. Never been in any accidents. Fresh and well maintained. Excellent ground clearance.,,,,2009
Hyundai Accent 2008 Buy in Kathmandu Nepal.,,"NRs 14,25,000","Single Handed Hyundai Accent in excellent condition. Nothing to spend on. Never been in any accidents. Well maintained. Low kilometres. Comes with ABS, Alloy Wheels.",,,,2008
Kia Sportage 2008 Buy in Kathmandu Nepal,,"NRs 29,50,000","Single handed Kia Sportage in brand new condition. Nothing to spend on. Never been in any accidents. Fresh as new. Comes with Dual Airbag, ABS, […]",,,,2008
Maruti Suzuki Alto Lx 800 with A/C 2008 Buy in Kathmandu Nepal,,"NRs 8,25,000",Maruti Suzuki Alto in excellent condition. Nothing to spend on. Excellent milage. Cheap Maintenance.,,,,2008
Hyundai Santro XO 2007 Buy in Kathmandu Nepal,,"NRs 11,50,000",Hyundai Santro in excellent condition. Nothing to spend on. Never been in any accidents. Good resale value.,,,,2007
Hyundai i10 Era 2009 Buy in Kathmandu Nepal,,"NRs 12,75,000",Hyundai i10 Era in excellent condition. Nothing to spend on. Never been in any accidents. Good resale value.,,,,2009
Hyundai i10 Magna 2012 Buy in Kathmandu Nepal.,,"NRs 17,25,000",Single Handed Hyundai i10 Magna in Excellent condition. Nothing to spend on. Never been in any accidents. Fresh as new.,,,,2012
Hyundai Santro GLS 2011 Buy in Kathmandu Nepal,,"NRs 13,25,000",Single Handed Hyundai Santro in excellent condition. Nothing to spend on. Never been in any accidents. Fresh as new.,,,,2011
AltoLx with A/C 2002 Buy in Kathmandu Nepal,,"NRs 5,75,000",Single Handed Alto Lx in excellent condition. Well maintained. Never been in any accidents. Excellent milage.,,,,2002
Ford Figo ZXI 2012 Buy in Kathmandu Nepal,,"NRs 13,75,000",Single Handed Ford Figo ZXI in Brand New condition. Nothing to spend on. Never been in any accidents. Have run only 18000 Km. Still in […],,,,2012
Hyundai i10 Magna 2009 Buy in Kathmandu Nepal,,"NRs 13,50,000",Hyundai i10 Magna in excellent Condition. Nothing to spend on. Never been in any accidents. Fresh as new.,,,,2009
Alto Lx 2011 Buy in Kathmandu Nepal,,"NRs 10,00,000",Single Handed Alto Lx 2011 in excellent condition. Nothing to spend on. Never been in any accidents.,,,,2011
Hyundai i20 Magna 2010 Buy in Kathmandu Nepal,,"NRs 16,25,000",Single Handed Hyundai i20 Magna in Brand New condition. Low Milage. Nothing to spend don. Never been in any accidents. Still in its original paints. […],,,,2010
Kia Picanto Ex Auto Gear 2012 Buy in Kathmandu Nepal,,"NRs 21,50,000","Single Handed Kia Picanto Ex Auto Gear in Excellent condition. Nothing to spend on. Never been in any accidents. Comes with Sunroof, Airbags, Alloy Wheels, […]",,,,2012
Swift Dzire VXI 2010 Buy in Kathmandu Nepal.,,"NRs 16,50,000",Single handed Swift Dzire in excellent condition. Nothing to spend on. Never been in any accidents. Fresh as new.,,,,2010
Hyundai Santro GLS 2009 Buy in Kathmandu Nepal,,"NRs 12,25,000",Single Handed Hyundai santro in Brand new condition. Nothing to spend on. Never been in any accidents. Fresh as new.,,,,2009
Nissan Sunny 2013 Buy in Kathmandu Nepal,,"NRs 26,75,000","Nissan Sunny in Brand New condition. Nothing to spend on. Never been in any accidents. Fresh as new. Comes with Dual airbags, ABS, Alloy Wheel.",,,,2013
Wagon R VXI 2013 With 14000 Km Buy in Kathmandu Nepal,,"NRs 15,25,000",Single Handed Wagon R in Brand New condition. Nothing to spend on. Never been in any accidents. Fresh as new. Still in its original Paints.,,,,2013
Tata Vista Diesel 2011 Buy in kathmandu Nepal,,"NRs 13,00,000",Tata Vista in excellent condition. Nothing to spend on. Never been in any accidents. Fresh as new. Excellent milage.,,,,2011
Hyundai Grand i10 Magna 2014 with 5500 Km Buy in Kathmandu Nepal,,"NRs 21,25,000",Single Handed Hyundai Grand i10 Magna in Brand New condition. Nothing to spend on. Never been in accidents. Still in its original paints. Comes with […],,,,2014
Daihatsu Sirion 1.3 2008 Buy in Kathmandu Nepal,,"NRs 12,50,000",Single Handed Daihatsu Sirion in Excellent condition. Nothing to spend on. Never been in any accidents. Fresh and well maintained.,,,,2008
Hyundai Santro Xing 2004 Buy in Kathmandu Nepal,,"NRs 8,00,000",Hyundai Santro in excellent condition. Nothing to spend on. Never been in any accidents.,,,,2004
Toyota Yaris 2007 Buy in Kathmandu Nepal,,"NRs 20,50,000",Single Handed Toyota Yaris in excellent condition. Nothing to spend on. Never been in any accidents. Fresh and well maintained.,,,,2007
Ford Figo ZXI 2010 Buy in Kathmandu Nepal,,"NRs 12,50,000",Ford Figo in Excellent condition. Nothing to spend on. Never been in any accidents.,,,,2010
Maruti Suzuki Swift LXI 2007 Buy in Kathmandu Nepal,,"NRs 12,00,000",Suzuki Swift in excellent condition. Nothing to spend on. Never been in any accidents. Fresh as new.,,,,2007
Suzuki Swift Dzire ZXI 2013 Buy in Kathmandu Nepal,,"NRs 24,00,000","Single Handed Swift Dzire in excellent condition. Nothing to spend on. Never been in any accidents. Fresh as new. Comes with Dual Airbags, ABS, Alloy […]",,,,2013
Toyota Avanza 7 Seater 2012 Buy in Kathmandu Nepal,,"NRs 28,50,000","Toyota Avanza in excellent condition. Nothing to spend on. Never been in any accidents Comes with Dual Airbags, ABS. 7 Seater Car",,,,2012
Tata Safire GVX ABS 2013 Buy in Kathmandu Nepal,,"NRs 13,00,000","Single Handed Tata Safire in Brand New condition. Nothing to spend on. Never been in any accidents. Comes with ABS, Bluetooth, Steering Modular and many […]",,,,2013
Maruti Suzuki Alto Lx 800 2007 Buy in Kathmandu Nepal,,"NRs 7,75,000","Single handed Alto Lx in excellent condition. Nothing to spend on. Never been in any accidents. Fresh as new. Excellent milage, low maintenance.",,,,2007
Hyundai Santro GLS 2009 Buy in Kathmandu Nepal,,"NRs 12,25,000",Hyundai Santro in excellent condition. Nothing to spend on. Never been in any accidents. Fresh as new. Well known for its resale value and Low […],,,,2009
Mahindra XUV 500 W8 AWD 2013 Buy in Kathmandu Nepal,,"NRs 47,00,000",Single handed Mahindra XUV W8 in Brand New condition. Nothing to spend on. Never been in any accidents. Fresh as new. Comes with 8 Air […],,,,2013
Hyundai Santro GL Plus 2011 Buy in Kathmandu Nepal,,"NRs 13,50,000",Single Handed Hyundai Santro GL Plus in excellent condition. Nothing to spend on. Never been in any accidents. Fresh as new.,,,,2011
Hyundai i20 Sportz 2010 Buy in Kathmandu Nepal,,"NRs 17,25,000","Single handed Hyundai i20 Sportz in excellent condition. Nothing to spend on. Never been in any accidents. Fresh as new. Comes with Air bags, Alloy […]",,,,2010
Tata Safari Lx 2.2 Dicor Diesel 7 Seater 2013 Buy in Kathmandu Nepal,,"NRs 24,00,000",Single Handed Tata Safari Lx in Brand New condition. Nothing to spend on. Never been in any accidents. Fresh as new. Have run only 25000 […],,,,2013
Suzuki Ignis 2004 Buy in Kathmandu Nepal,,"NRs 12,50,000",Single Handed Suzuki Ignis in Brand New Condition. Nothing to spend on. Never been in any accidents. Fresh as new. Excellent ground clearance with mind […],,,,2004
Opel Corsa SAIL 2005 Buy in Kathmandu Nepal,,"NRs 6,00,000",Opel Corsa in excellent condition. Nothing to spend on. Never been in any accidents. Fresh inside and outside. Cheap for its value.,,,,2005
Nissan SuperSaloon 2003 Buy in Kathmandu Nepal,,"NRs 12,00,000",Single Handed Nissan Super Saloon in excellent condition. Nothing to spend on. Never been in any accidents.,,,,2003
Volkswagon Polo 1.2 Comfortline 2014 Buy in Kathmandu Nepal,,"NRs 23,50,000",Single Handed Polo in excellent condition. Nothing to spend on. Never been in any accidents. Fresh as new. Comes with dual airbags.,,,,2014
Hyundai i20 Asta 2009 Buy in Kathmandu Nepal,,"NRs 17,25,000",Hyundai i20 Asta in excellent condition. Nothing to spend on. Never been in any accidents. Fresh as new.,,,,2009
Wagon R VXi 2008 Buy In Kathmandu NepalBuy In Kathmandu Nepal,,"NRs 9,25,000",Maruti Suzuki Wagon R in excellent condition. Nothing to spend on. Never been in any accidents. Fresh as new.,,,,2008
Hyundai i10 Sportz 2011 Buy in Kathmandu Nepal,,"NRs 16,75,000",Single handed Hyundai i10 Sportz in excellent condition. Nothing to spend on. Never been in any accidents. Fresh as new.,,,,2011
Kia Sportage 2010 with 10 Airbags Buy in Kathmandu Nepal,,"NRs 46,00,000","Single handed Kia Sportage in excellent condition. Nothing to spend on. Never been in any accidents. Fresh as new. Comes with 10 Airbags, ABS, Seat […]",,,,2010
Toyota Avanza 2011 Buy in Kathmandu Nepal.,,"NRs 24,50,000",Single Handed Toyota Avanza in excellent condition. Nothing to spend on. Never been in any accidents. Fresh as new. 7 Seater car. Comes with Dual […],,,,2011
Hyundai i20 Asta 2009 Buy in Kathmandu Nepal,,"NRs 17,00,000",Hyundai i20 Asta in excellent condition. Nothing to spend on. Never been in any accidents. Fresh as new.,,,,2009
Tata Sumo Gold GX 2012 Buy in Kathmandu Nepal,,"NRs 20,50,000",Single handed Tata Sumo Gold CR4 in excellent condition. Nothing to spend on. Never been in any accidents. Fresh as new.,,,,2012
Hyundai i20 Magna 2010 Buy in Kathmandu Nepal,,"NRs 16,25,000",Single Handed Hyundai i20 Magna in excellent condition. Nothing to spend on. Never been in any accidents. Fresh as new.,,,,2010
Chevrolet Aveo LS 2009 Buy in Kathmandu Nepal,,"NRs 14,00,000",Single Handed Chevrolet LS in Excellent condition. Nothing to spend on. Never been in any accidents. Fresh as new.,,,,2009
Hyundai Santro GLS 2009 Buy in Kathmandu Nepal,,"NRs 12,50,000",Single Handed Hyundai Santro in Brand New Condition. Who ever buy the will be the Frist Owner. Nothing to spend on. Never been in any […],,,,2009
Maruti Suzuki Omni 8 Seater Van 1999 Buy in Kathmandu Nepal,,"NRs 4,50,000",Single Handed omni Van in excellent condition. Nothing to spend on. Never been in any accidents. Still in its original colour. Have run only 59000 […],,,,1999
Kia Picanto Ex 2006 Buy in Kathmandu Nepal,,"NRs 8,75,000",Kia Picanto in excellent condition. Nothing to spend on. Never been in any accidents.,,,,2006
Hyundai i20 Asta 2009 Buy in Kathmandu Nepal,,"NRs 17,25,000",Single handed Hyundai i20 Asta in Brand New condition. Nothing to spend on. Never been in any accidents. Fresh as new.,,,,2009
Hyundai i20 Asta 2009 Buy in Kathmandu Nepal,,"NRs 17,25,000","Single Handed Hyundai i20 Asta in excellent condition. Nothing to spend on. Never been in any accidents. Fresh as new. Comes with Dual Air Bags, […]",,,,2009
Hyundai Grand i10 Magna 2013 Buy in Kathmandu Nepal,,"NRs 19,75,000",Single Handed Grand i10 Magna in excellent condition. Nothing to spend on. Never been in any accidents. Fresh as new.,,,,2013
Hyundai Santro GLS 2008 Buy in Kathmandu Nepal,,"NRs 11,75,000",Hyundai Santro in immaculate condition. Nothing to spend don. Never been in any accidents. Fresh as new.,,,,2008
Maruti Suzuki Swift ZXI 2015 Buy in Kathmandu Nepal,,"NRs 26,50,000",Single Handed Maruti Suzuki Swift XZI 2015 in Brand New condition. Nothing to spend on. Never been in any accidents. Fresh as new. Comes with […],,,,2015
Hyundai Grand i10 Asta 2014 Buy in Kathmandu Nepal,,"NRs 24,75,000",Single Handed Hyundai Grand i10 Asta in Brand New condition. Nothing to spend on. Never been in any accidents. Fresh as new.,,,,2014
Hyundai i20 Magna 2009 Buy in Kathmandu Nepal,,"NRs 15,50,000",Single Handed Hyundai i20 Magna in excellent condition. Nothing to spend on. Never been in any accidents. Fresh as new.,,,,2009
Chevrolet Aveo LT 2009 Buy in Kathmandu Nepal,,"NRs 14,50,000",Chevrolet Aveo Lt in excellent condition. Nothing to spend on. Never been in any accidents.,,,,2009
Hyundai i20 Magna 2010 Buy in Kathmandu Nepal,,"NRs 16,50,000",Single Handed i20 Magna in excellent condition. Nothing to spend on. Never been in any accidents. Fresh as new.,,,,2010
Tata Grande 7 Seater Gx Mk-ii 2010 Buy in Kathmandu Nepal,,"NRs 15,50,000",Single Handed Tata Grande in excellent condition. Nothing to spend on. Never been in any accidents. 7 seater SUV.,,,,2010
Alto Lx 2009 Buy in Kathmandu Nepal,,"NRs 9,25,000",Single Handed Alto Lx in excellent condition. Nothing to spend on. Never been in any accidents. Fresh as new.,,,,2009
Zyote 2008 Buy in Kathmandu Nepal,,"NRs 10,25,000",Zyote in very cheap Price. Nothing to spend on. Never been in any major accidents.,,,,2008
Toyota Corolla Lx 2007 New Shape Buy in Kathmandu Nepal,,"NRs 27,50,000",Toyota Corolla Lx in New Shape. Nothing to spend on. Never been in any accidents. Fresh as new.,,,,2007
Honda City S 2009 Buy in Kathmandu Nepal.,,"NRs 21,50,000",Single Handed Honda City in immaculate condition. Nothing to spend on. Never been in any accidents. Fresh as new.,,,,2009
Hyundai i10 Era 2009 Buy in Kathmandu Nepal,,"NRs 12,50,000",Single Handed Hyundai i10 in excellent condition. Nothing to spend on. Never been in any accidents. Fresh as new.,,,,2009
Alto Lx 2009 Buy in Kathmandu Nepal,,"NRs 9,50,000",Alto in Excellent condition. Nothing to spend on. Never been in any accidents.,,,,2009
Kia Sportage 2007 Buy in Kathmandu Nepal,,"NRs 28,50,000",Single Handed Kia Sportage in immaculate condition. Nothing to spend on. Never been in any accidents.,,,,2007
Kia Picanto Ex 2009 Buy in Kathmandu Nepal,,"NRs 12,25,000",Single Handed Kia Picanto in excellent condition. Nothing to spend on. Never been in any accidents.,,,,2009
Hyundai Santro Xing 2007 Buy in Kathmandu Nepal,,"NRs 11,75,000",Hyundai Santro Xing in Excellent Condition. Nothing to Spend on. Never been in any accidents. Fresh as new.,,,,2007
Volkswagen Polo 1.2 Highline 2013 Buy in Kathmandu Nepal,,"NRs 25,50,000",Single Handed Volkswagen Polo 1.2 Highline in Excellent Condition. Nothing to Spend on. Never been in any accidents. Fresh as new.,,,,2013
Maruti Suzuki 800 1995 Buy in Kathmandu Nepal,,"NRs 3,25,000",Maruti Suzuki 800 in Excellent Condition. Nothing to Spend on. Never been in any accidents.,,,,1995
Volkswagen Polo 1.2 Comfortline 2012 Buy in Kathmandu Nepal,,"NRs 21,00,000",Volkswagen Polo 1.2 Comfortline in Excellent condition. Nothing to Spend on. Never been in any accidents.,,,,2012
Maruti Suzuki A Star VXi 2010 Buy in Kathmandu Nepal,,"NRs 12,00,000",Single Handed Maruti Suzuki A Star VXi in Excellent Condition. Nothing to Spend on. Never been in any accidents.,,,,2010
Kia Sportage 2007 Buy in Kathmandu Nepal,,"NRs 28,50,000",Kia Sportage in Excellent Condition. Nothing to Spend on. Never been in any accidents. Comes with Dual Air Bags and ABS.,,,,2007
Ford EcoSport Diesel TDCI Titanium O (Fully Loaded) Buy in Kathmandu Nepal,,"NRs 43,50,000","Ford EcoSport Titanium(O)11 moths old, Nearly new condition. Driven by a foreign national and still under company warranty. Features 1.Fully loaded, 6 Airbags, Leather interior, […]",,,,0
Maruti Suzuki Alto Lx with A/C 2009 Buy in Kathmandu Nepal,,"NRs 9,50,000/-",Single Handed Maruti Suzuki Alto LX in Excellent Condition. Nothing to Spend on. Never been in any accidents. Fresh as new.,,,,2009
Opel Corsa 2003 1.4 Buy in Kathmandu Nepal,,"NRs 5,50,000",Opel Corsa 1.4 in Excellent Condition. Nothing to Spend on. Never been in any accidents.,,,,2003
Hyundai i10 Era 2010 Buy in Kathmandu Nepal,,"NRs 14,25,000",Single Handed i10 Era in Excellent Condition. Nothing to Spend on. Never been in any accidents. Fresh as new.,,,,2010
Maruti Suzuki Swift Dzire VXi 2009 Buy in Kathmandu Nepal,,"NRs 15,75,000",Maruti Suzuki Swift Dzire VXi in Excellent Condition. Nothing to Spend on. Never been in any accidents.,,,,2009
Chevrolet Spark 2009 Buy in Kathmandu  Nepal,,"NRs 10,25,000",Single Handed Chevrolet Spark in excellent condition. Nothing to spend on. Never been in any accidents.,,,,2009
Daihatsu Sirion 1.3 2007 Buy in Kathmandu Nepal,,"NRs 11,75,000",Daihatsu Sirion 1.3 in Excellent condition. Nothing to Spend on. Never been in any accidents. Comes with Dual Airbags and ABS.,,,,2007
Skoda Laura TDI 2011 Buy in Kathmandu Nepal,,"NRs 32,00,000",Single Handed Skoda Laura in Excellent Condition. Nothing to spend on. Never been in any accidents.,,,,2011
Nissan Navara LE 2010 Buy in Kathmandu Nepal,,"NRs 37,50,000","Nissan Navara LE Pickup with carry boy in Excellent Condition. Nothing to Spend on. Never been in any accidents. Comes with Alloy wheels, tubeless Tyres […]",,,,2010
Hyundai i20 Asta 2010 Buy in Kathmandu Nepal,,"NRs 18,50,000",Hyundai i20 Asta in Excellent Condition. Nothing to Spend on. Never been in accidents. Comes with Dual Air Bags and ABS.,,,,2010
Maruti Suzuki Astar ZXi 2010 Buy in Kathmandu Nepal,,"NRs 13,50,000",Single Handed Maruti Suzuki AStar ZXi in Excellent Condition. Nothing to Spend on. Never been in any accidents. Comes with Dual Air Bag and ABS.,,,,2010
Hyundai i20 Asta 2009 Buy in Kathmandu Nepal,,"NRs 17,50,000",Hyundai i20 Asta in Excellent Condition. Nothing to Spend on. Never been in any accidents. Comes With Dual Air Bags and ABS.,,,,2009
Hyundai i10 Magna 2010 Buy in Kathmandu Nepal,,"NRs 15,75,000",Single Handed Hyundai i10 Magna in Excellent Condition. Nothing to Spend on. Never been in any accidents. In new shape.,,,,2010
Maruti Suzuki Zen Estilo VXi 2009 Buy in Kathmandu Nepal,,"NRs 10,50,000",Maruti Suzuki Zen Estelio VXi in Excellent condition. Nothing to Spend on. Never been in any accidents.,,,,2009
Maruti Suzuki Alto LXi 800 2014 Buy in Kathmandu Nepal,,"NRs 14,50,000",Single Handed Maruti Suzuki Alto LXi 800 in brand new Condition. Nothing to Spend on. Never been in any accidents. Fresh as new. Have run […],,,,2014
Tata Nano 2011 Buy in Kathmandu Nepal,,"NRs 4,00,000",Tata Nano in Excellent Condition. Nothing to Spend on. Never been in any accidents.,,,,2011
Hyundai i20 Asta 2009 Buy in Kathmandu Nepal,,"NRs 17,50,000",Single Handed i20 Asta in Excellent Condition. Nothing to Spend on. Never been in any accidents. Comes with Dual Airbags and ABS. Fresh as new.,,,,2009
Kia Rio 2009 with sunroof Buy in Kathmandu Nepal,,"NRs 12,75,000",Kia Rio in Excellent Condition. Nothing to Spend on. Never been in any accidents. Comes with sunroof,,,,2009
Hyundai Santro Xing XO 2007 Buy in Kathmandu Nepal,,"NRs 11,75,000",Hyundai Santro Xing XO in Excellent Condition. Nothing to Spend on. Never been in any accidents.,,,,2007
Hyundai Santro 2005 Buy in Kathmandu Nepal,,"NRs 10,25,000",Hyundai Santro in Excellent Condition. Nothing to Spend on. Never been in any accidents.,,,,2005
Maruti Suzuki Swift Dzire VXi 2010 Buy in Kathmandu Nepal,,"NRs 16,50,000",Single Handed Maruti Suzuki Swift Dzire VXi in Excellent Condition. Nothing to Spend on. Never been in any accidents. Fresh as new.,,,,2010
Tata Indica Petrol 2009 Buy in Kathmandu Nepal,,"NRs 8,50,000",Single Handed Tata indica in excellent condition. Nothing to spend on. Never been in any accident.,,,,2009
Honda City 1.5 2014 Buy in Kathmandu Nepal,,"NRs 31,00,000",Single Handed Honda city in Excellent Condition. Nothing to Spend on. Never been in any accidents. Comes with Airbags an ABS. Fresh as new.,,,,2014
Hyundai i20 Asta 2009 Buy in Kathmandu Nepal,,"NRs 17,50,000",Hyundai i20 Asta in Excellent Condition. Nothing to Spend on. Never been in any accidents. Comes with Daul Air Bags an ABS.,,,,2009
Hyundai i20 Asta 2009 Buy in Kathmandu Nepal,,"NRs 17,50,000",Single Handed Hyundai i20 Asta in Excellent Condition. Nothing to Spend on. Never been in any accidents. Comes with Dual Air Bags and ABS. Fresh […],,,,2009
Hyundai i10 Magna 2012 Buy in Kathmandu Nepal,,"NRs 17,50,000",Single Handed i10 Magna in Excellent Condition. Nothing to Spend on. Never been in any accidents. Fresh as new.,,,,2012
Maruti Suzuki Alto K10 VXi  2012 Buy in Kathmandu Nepal,,"NRs 12,75,000",Maruti Suzuki Alto k10 VXi in Excellent condition. Nothing to Spend on. Never been in any accidents.,,,,2012
Maruti Suzuki Alto Lx with A/C 2010 Buy in Kathmandu Nepal,,"NRs 10,00,000",Single Handed Maruti Suzuki alto Lx in Excellent Condition. Nothing to spend on. Never been in any accidents. With A/C,,,,2010
Volkswagen Vento 1.6 Comfortline 2012 Buy in Kathmandu Nepal,,"NRs 24,50,000",Volkswagen Vento 1.6 Comfortline in Excellent Condition. Nothing to Spend on. Never been in any accidents.,,,,2012
Mahindra Scorpio 2013 Buy in Kathmandu Nepal,,"NRs 27,50,000/-",Mahindra Scorpio in Excellent Condition. Nothing to Spend on Never been in any accidents.,,,,2013
Volkswagen Polo 1.6 Highline 2013 Buy in Kathmandu Nepal,,"NRs 26,00,000",Volkswagen Polo Highline in Excellent condition. Nothing to spend on. Never been in any major accidents. Fresh as new.,,,,2013
Tata Indica V2 DLE Diesel 2010 Buy in Kathmandu Nepal,,"NRs 8,00,000",Tata Indica V2 DLE in Excellent condition. Nothing to spend on. Never been in any accidents.,,,,2010
Hyundai Santro 2002 Buy in Kathmandu Nepal,,"NRs 7,25,000",Hyundai Santro in Excellent condition. Nothing to Spend on. Never been in any accidents.,,,,2002
Mazda 3 V-Grade 2010 Buy in Kathmandu Nepal,,"NRs 33,00,000","Excellent in condition and faultless in performance. Nothing to spend on. Never been in any accidents. Comes with auto headlight, Dual Airbags, ABS,15″ alloy wheels […]",,,,2010
Maruti Suzuki Alto K10 VXi  2013 Buy in Kathmandu Nepal,,"NRs 13,50,000",Single Handed Maruti Suzuki Alto k10 VXi in Excellent condition. Nothing to Spend on. Never been in any accidents. Fresh as new. Have run 17000 […],,,,2013
Hyundai i10 Magna 2010 Buy in Kathmandu Nepal,,"NRs 15,25,000",Hyundai i10 Magna in Excellent condition. Nothing to Spend on. Never been in any accidents.,,,,2010
Hyundai i10 Magna 2010 Buy in Kathmandu Nepal,,"NRs 15,75,000",Single Handed Hyundai i10 Magna in Excellent condition. Nothing to Spend on. Never been in any accidents. Fresh as new..,,,,2010
Tata Indica Xeta 2009 Buy in Kathmandu Nepal,,"NRs 8,75,000",Single Handed Tata Indica xeta in Excellent condition. Nothing to Spend on. Never been in any accidents. Fresh as new..,,,,2009
Hyundai i10 Magna 2009 Buy in Kathmandu Nepal,,"NRs 14,00,000",Single Handed Hyundai i10 Magna in Excellent condition. Nothing to Spend on. Never been in any accidents.,,,,2009
Perodua Myvi 2010 Buy in Kathmandu Nepal,,"NRs 11,50,000",Single handed Perodua in Excellent condition. Nothing to Spend on. Never been in any accidents.,,,,2010
Swift VXI 2009 Buy in Kathmandu Nepal,,"NRs 15,00,000",Suzuki Swift in excellent condition. Nothing to spend on. Never been in any accidents.,,,,2009
Toyota Echo 2000 Buy in Kathmandu Nepal,,"NRs 10,50,000",Toyota Echo in excellent condition. Nothing to spend on. Never been in any accidents.,,,,2000
Nissan TIIDA 2007 Buy in Kathmandu Nepal.,,"NRs 20,00,000",Single Handed Nissan TIIDA in excellent condition. Nothing to spend on. Never been in any accidents Fresh as new. Well Maintained.,,,,2007
Maruti Suzuki Alto Lx 800 2011 Buy in Kathmandu Nepal.,,"NRs 10,75,000",Single Handed Alto 800 in excellent condition. Nothing to spend on. Never been in any accidents.,,,,2011
Hyundai i10 Magna 2010 Buy in Kathmandu Nepal,,"NRs 15,75,000",Single handed New Shape Hyundai i10 Magna in excellent condition. Nothing to Spend on. Never been in any accidents.,,,,2010
Suzuki Swift Vxi 2008 Buy in Kathmandu Nepal,,"NRs 14,25,000",Single Handed Suzuki Swift in excellent condition. Nothing to spend on. Never been in any major accidents.,,,,2008
Maruti Suzuki Omni Van 2012 Buy in Kathmandu Nepal,,"NRs 10,25,000",Maruti Suzuki Omni Van 2012 in excellent condition. Nothing to spend on. Never been in any accidents. Fresh as new.,,,,2012
Suzuki Vitara 1998 Buy in Kathmandu Nepal,,"NRs 15,50,000",Single handed Suzuki Vitara in Excellent condition. Nothing to Spend on. Never been in any accidents..,,,,1998
Suzuki Swift Vxi 2008 Buy in Kathmandu Nepal,,"NRs 14,50,000",Single Handed Maruti Suzuki Swift VXi in Excellent condition. Nothing to Spend on. Never been in any accidents. Have run only 45000 Km.,,,,2008
Maruti Suzuki Omni Van 2011 Buy in Kathmandu Nepal,,"NRs 9,75,000",Single Handed Omni Van in excellent condition. Nothing to spend on. Never been in any accidents.,,,,2011
Tata Indica DLS Diesel 2002 Buy in Kathmandu Nepal,,"NRs 4,75,000",Single Handed Tata Indica V2 Diesel in excellent condition. Nothing to spend on. Never been in any accidents. Excellent Milage,,,,2002
Chevrolet Aveo LS 2010 Buy in Kathmandu Nepal,,"NRs 16,00,000",Single Handed Chevrolet Aveo in Excellent Condition. Nothing to Spend on. Never been in any Accidents.,,,,2010
Chevrolet Aveo LT 2009 Buy in Kathmandu Nepal,,"NRs 15,50,000",Chevrolet Aveo LT in excellent condition. Nothing to spend on. Never been in any accidents. Fresh as new.,,,,2009
Skoda Fabia 2009 Buy in Kathmandu Nepal,,"NRs 14,25,000","Skoda Fabia in excellent condition. Nothing to spend on. Never been in any accidents. Comes with Dual Airbag, ABS.",,,,2009
Skoda Laura 2011 Buy in Kathmandu Nepal,,"NRs 42,00,000","Single handed Skoda Laura in excellent condition. Nothing to spend on. NEver been in any accidents. Comes with Airbags, ABS, Six Cd changer, Headlight wash, […]",,,,2011
Ford Ranger Pickup 2010 Buy in Kathmandu Nepal.,,"NRs 29,00,000",Single Handed Ford Ranger in excellent condition. Nothing to spend on. Never been in any accidents.,,,,2010
Maruti Suzuki Alto K10 2013 Buy in Kathmandu Nepal,,"NRs 13,75000",Single Handed Maruti Suzuki Alto K10 in Brand New Condition. Nothing to spend on. Never been in any accidents. Fresh as new.,,,,2013
Hyundai i20 Asta 2010 Buy in Kathmandu Nepal,,"NRs 18,50,000","Hyundai i20 Asta in excellent condition. Nothing to spend on. Never been in any accidents. Comes with Dual Airbags, ABS, Steering Modular, Alloy Wheels.",,,,2010
Hyundai Santro 2003 Buy in Kathmandu Nepal,,"NRs 8,25,000",Hyundai Santro in excellent condition. Nothing to spend on. Never been in any accidents. Fresh and well maintained.,,,,2003
Daihatsu Terios SX 2007 Buy in Kathmandu Nepal,,"NRs 33,00,000","Daihatsu Terios in excellent condition. Nothing to spend on. Never been in any accident. Comes with Dual Airbags, ABS,4WD.",,,,2007
Chevrolet Spark LT 2010 Buy in Kathmandu Nepal,,"NRs 12,00,000",Single Handed Chevrolet Spark LT in Excellent Condition . Nothing to Spend on. Never been in any Accidents.,,,,2010
Daihatsu Terios 2000 Buy in Kathmandu Nepal,,"NRs 18,00,000",Single Handed Full Option Daihatsu Terios in excellent condition. Nothing to spend on. Never bee in any accidents. Fresh and in immaculate condition.,,,,2000
Maruti Suzuki A Star VXI 2010 is Sold,,NRs 0,,,,,2010
Maruti Suzuki Omni Van 2010 Buy in Kathmandu Nepal,,"NRs 8,75,000",Single handed 8 Seater Van in excellent condition. Nothing to spend on.,,,,2010
Kia Picanto EX 2010 Buy in Kathmandu Nepal.,,"NRs 12,00,000/-",Kia Picanto in excellent condition. Nothing to spend on.,,,,2010
